IBGE-Code,Município,UF,CAD ou AWC (m³/m³),DTA (mm/m)
4200507,Águas de Chapecó,SC,"0,130","129,7"
4200556,Águas Frias,SC,"0,136","135,5"
4200606,Águas Mornas,SC,"0,118","117,8"
4200705,Alfredo Wagner,SC,"0,125","124,8"
4200754,Alto Bela Vista,SC,"0,116","116,2"
4200804,Anchieta,SC,"0,130","130,2"
4200903,Angelina,SC,"0,122","122,3"
4201000,Anita Garibaldi,SC,"0,150","149,9"
4201109,Anitápolis,SC,"0,119","119,2"
4201208,Antônio Carlos,SC,"0,117","117,1"
4201257,Apiúna,SC,"0,123","122,8"
4201273,Arabutã,SC,"0,133","133,4"
4201307,Araquari,SC,"0,098","98,3"
4201406,Araranguá,SC,"0,097","96,6"
4201505,Armazém,SC,"0,118","117,9"
4201604,Arroio Trinta,SC,"0,138","138,3"
4201653,Arvoredo,SC,"0,132","131,7"
4201703,Ascurra,SC,"0,123","122,9"
4201802,Atalanta,SC,"0,134","134,2"
4201901,Aurora,SC,"0,125","125,0"
4201950,Balneário Arroio do Silva,SC,"0,068","67,8"
4202008,Balneário Camboriú,SC,"0,124","124,5"
4202057,Balneário Barra do Sul,SC,"0,083","83,2"
4202073,Balneário Gaivota,SC,"0,058","58,0"
4202081,Bandeirante,SC,"0,137","137,3"
4202099,Barra Bonita,SC,"0,132","132,3"
4202107,Barra Velha,SC,"0,114","113,9"
4202131,Bela Vista do Toldo,SC,"0,141","140,6"
4202156,Belmonte,SC,"0,137","136,9"
4202206,Benedito Novo,SC,"0,125","125,1"
4202305,Biguaçu,SC,"0,126","125,9"
4202404,Blumenau,SC,"0,125","124,8"
4202438,Bocaina do Sul,SC,"0,130","129,7"
4202453,Bombinhas,SC,"0,093","92,9"
4202503,Bom Jardim da Serra,SC,"0,131","130,5"
4202537,Bom Jesus,SC,"0,134","134,2"
4202578,Bom Jesus do Oeste,SC,"0,135","134,7"
4202602,Bom Retiro,SC,"0,130","129,5"
4202701,Botuverá,SC,"0,124","123,9"
4202800,Braço do Norte,SC,"0,115","115,2"
4202859,Braço do Trombudo,SC,"0,133","133,4"
4202875,Brunópolis,SC,"0,153","152,5"
4202909,Brusque,SC,"0,127","127,4"
4203006,Caçador,SC,"0,143","143,1"
4203105,Caibi,SC,"0,135","135,2"
4203154,Calmon,SC,"0,137","136,6"
4203204,Camboriú,SC,"0,128","127,9"
4203253,Capão Alto,SC,"0,134","134,4"
4203303,Campo Alegre,SC,"0,130","129,6"
4203402,Campo Belo do Sul,SC,"0,148","147,6"
4203501,Campo Erê,SC,"0,124","124,2"
4203600,Campos Novos,SC,"0,110","109,6"
4203709,Canelinha,SC,"0,125","125,3"
4203808,Canoinhas,SC,"0,130","129,5"
4203907,Capinzal,SC,"0,115","114,9"
4203956,Capivari de Baixo,SC,"0,153","153,3"
4204004,Catanduvas,SC,"0,134","133,9"
4204103,Caxambu do Sul,SC,"0,130","130,3"
4204152,Celso Ramos,SC,"0,149","148,8"
4204178,Cerro Negro,SC,"0,153","153,2"
4204194,Chapadão do Lageado,SC,"0,130","129,7"
4204202,Chapecó,SC,"0,132","132,3"
4204251,Cocal do Sul,SC,"0,130","129,6"
4204301,Concórdia,SC,"0,128","127,9"
4204350,Cordilheira Alta,SC,"0,137","137,0"
4204400,Coronel Freitas,SC,"0,135","135,4"
4204459,Coronel Martins,SC,"0,136","136,1"
4204509,Corupá,SC,"0,122","122,0"
4204558,Correia Pinto,SC,"0,133","133,4"
4204608,Criciúma,SC,"0,123","122,6"
4204707,Cunha Porã,SC,"0,135","134,6"
4204756,Cunhataí,SC,"0,137","137,2"
4204806,Curitibanos,SC,"0,142","141,8"
4204905,Descanso,SC,"0,136","136,2"
4205001,Dionísio Cerqueira,SC,"0,131","130,5"
4205100,Dona Emma,SC,"0,134","134,1"
4205159,Doutor Pedrinho,SC,"0,124","123,6"
4205175,Entre Rios,SC,"0,137","136,9"
4205191,Ermo,SC,"0,121","121,4"
4205209,Erval Velho,SC,"0,133","132,7"
4205308,Faxinal dos Guedes,SC,"0,132","131,9"
4205357,Flor do Sertão,SC,"0,135","134,5"
4205407,Florianópolis,SC,"0,093","92,6"
4205431,Formosa do Sul,SC,"0,137","137,4"
4205456,Forquilhinha,SC,"0,124","124,1"
4205506,Fraiburgo,SC,"0,137","136,7"
4205555,Frei Rogério,SC,"0,154","154,4"
4205605,Galvão,SC,"0,134","133,9"
4205704,Garopaba,SC,"0,086","85,8"
4205803,Garuva,SC,"0,129","129,1"
4205902,Gaspar,SC,"0,132","131,7"
4206009,Governador Celso Ramos,SC,"0,131","131,2"
4206108,Grão Pará,SC,"0,133","133,0"
4206207,Gravatal,SC,"0,127","126,8"
4206306,Guabiruba,SC,"0,126","125,8"
4206405,Guaraciaba,SC,"0,135","135,2"
4206504,Guaramirim,SC,"0,123","123,1"
4206603,Guarujá do Sul,SC,"0,132","132,2"
4206652,Guatambú,SC,"0,133","132,9"
4206702,Herval d'Oeste,SC,"0,134","133,6"
4206751,Ibiam,SC,"0,141","141,3"
4206801,Ibicaré,SC,"0,136","136,3"
4206900,Ibirama,SC,"0,126","125,9"
4207007,Içara,SC,"0,124","124,0"
4207106,Ilhota,SC,"0,137","136,9"
4207205,Imaruí,SC,"0,104","104,4"
4207304,Imbituba,SC,"0,073","72,5"
4207403,Imbuia,SC,"0,122","122,0"
4207502,Indaial,SC,"0,123","123,3"
4207577,Iomerê,SC,"0,140","140,4"
4207601,Ipira,SC,"0,134","133,6"
4207650,Iporã do Oeste,SC,"0,137","136,7"
4207684,Ipuaçu,SC,"0,133","132,5"
4207700,Ipumirim,SC,"0,132","132,4"
4207759,Iraceminha,SC,"0,136","136,2"
4207809,Irani,SC,"0,134","134,4"
4207858,Irati,SC,"0,137","137,0"
4207908,Irineópolis,SC,"0,133","132,8"
4208005,Itá,SC,"0,119","119,2"
4208104,Itaiópolis,SC,"0,128","127,5"
4208203,Itajaí,SC,"0,143","142,9"
4208302,Itapema,SC,"0,127","127,4"
4208401,Itapiranga,SC,"0,132","132,1"
4208450,Itapoá,SC,"0,075","74,9"
4208500,Ituporanga,SC,"0,126","125,8"
4208609,Jaborá,SC,"0,134","133,7"
4208708,Jacinto Machado,SC,"0,133","133,1"
4208807,Jaguaruna,SC,"0,087","87,1"
4208906,Jaraguá do Sul,SC,"0,124","123,8"
4208955,Jardinópolis,SC,"0,137","137,5"
4209003,Joaçaba,SC,"0,134","133,6"
4209102,Joinville,SC,"0,116","116,0"
4209151,José Boiteux,SC,"0,124","124,1"
4209177,Jupiá,SC,"0,133","133,0"
4209201,Lacerdópolis,SC,"0,134","133,6"
4209300,Lages,SC,"0,134","134,1"
4209409,Laguna,SC,"0,073","73,2"
4209458,Lajeado Grande,SC,"0,136","136,0"
4209508,Laurentino,SC,"0,134","134,3"
4209607,Lauro Müller,SC,"0,141","140,9"
4209706,Lebon Régis,SC,"0,140","140,3"
4209805,Leoberto Leal,SC,"0,122","122,3"
4209854,Lindóia do Sul,SC,"0,132","132,4"
4209904,Lontras,SC,"0,126","125,7"
4210001,Luiz Alves,SC,"0,128","128,3"
4210035,Luzerna,SC,"0,134","133,8"
4210050,Macieira,SC,"0,134","133,6"
4210100,Mafra,SC,"0,124","124,0"
4210209,Major Gercino,SC,"0,123","123,3"
4210308,Major Vieira,SC,"0,134","134,0"
4210407,Maracajá,SC,"0,098","98,3"
4210506,Maravilha,SC,"0,136","135,6"
4210555,Marema,SC,"0,136","136,2"
4210605,Massaranduba,SC,"0,126","125,9"
4210704,Matos Costa,SC,"0,138","138,4"
4210803,Meleiro,SC,"0,127","127,4"
4210852,Mirim Doce,SC,"0,157","157,3"
4210902,Modelo,SC,"0,137","136,5"
4211009,Mondaí,SC,"0,130","130,2"
4211058,Monte Carlo,SC,"0,142","141,7"
4211108,Monte Castelo,SC,"0,144","143,6"
4211207,Morro da Fumaça,SC,"0,132","131,5"
4211256,Morro Grande,SC,"0,143","143,4"
4211306,Navegantes,SC,"0,118","118,2"
4211405,Nova Erechim,SC,"0,132","132,2"
4211454,Nova Itaberaba,SC,"0,136","135,7"
4211504,Nova Trento,SC,"0,125","124,9"
4211603,Nova Veneza,SC,"0,134","134,0"
4211652,Novo Horizonte,SC,"0,133","133,1"
4211702,Orleans,SC,"0,136","136,5"
4211751,Otacílio Costa,SC,"0,130","129,9"
4211801,Ouro,SC,"0,134","133,6"
4211850,Ouro Verde,SC,"0,133","132,7"
4211876,Paial,SC,"0,129","128,9"
4211892,Painel,SC,"0,130","130,1"
4211900,Palhoça,SC,"0,110","109,6"
4212007,Palma Sola,SC,"0,126","125,9"
4212056,Palmeira,SC,"0,130","129,7"
4212106,Palmitos,SC,"0,132","132,3"
4212205,Papanduva,SC,"0,133","133,3"
4212239,Paraíso,SC,"0,137","136,8"
4212254,Passo de Torres,SC,"0,075","75,2"
4212270,Passos Maia,SC,"0,133","133,0"
4212304,Paulo Lopes,SC,"0,119","118,9"
4212403,Pedras Grandes,SC,"0,115","115,1"
4212502,Penha,SC,"0,114","113,7"
4212601,Peritiba,SC,"0,134","133,6"
4212650,Pescaria Brava,SC,"0,083","83,0"
4212700,Petrolândia,SC,"0,133","132,6"
4212809,Balneário Piçarras,SC,"0,130","130,3"
4212908,Pinhalzinho,SC,"0,137","136,5"
4213005,Pinheiro Preto,SC,"0,137","136,7"
4213104,Piratuba,SC,"0,121","120,7"
4213153,Planalto Alegre,SC,"0,136","136,2"
4213203,Pomerode,SC,"0,125","124,9"
4213302,Ponte Alta,SC,"0,133","133,4"
4213351,Ponte Alta do Norte,SC,"0,146","145,5"
4213401,Ponte Serrada,SC,"0,133","132,8"
4213500,Porto Belo,SC,"0,128","128,3"
4213609,Porto União,SC,"0,134","134,2"
4213708,Pouso Redondo,SC,"0,137","137,1"
4213807,Praia Grande,SC,"0,142","141,8"
4213906,Presidente Castello Branco,SC,"0,134","133,6"
4214003,Presidente Getúlio,SC,"0,133","133,2"
4214102,Presidente Nereu,SC,"0,122","122,4"
4214151,Princesa,SC,"0,137","137,0"
4214201,Quilombo,SC,"0,136","136,2"
4214300,Rancho Queimado,SC,"0,119","119,4"
4214409,Rio das Antas,SC,"0,144","143,6"
4214508,Rio do Campo,SC,"0,148","147,6"
4214607,Rio do Oeste,SC,"0,134","134,3"
4214706,Rio dos Cedros,SC,"0,123","123,5"
4214805,Rio do Sul,SC,"0,131","130,6"
4214904,Rio Fortuna,SC,"0,124","124,0"
4215000,Rio Negrinho,SC,"0,123","122,6"
4215059,Rio Rufino,SC,"0,130","129,7"
4215075,Riqueza,SC,"0,137","136,6"
4215109,Rodeio,SC,"0,124","124,1"
4215208,Romelândia,SC,"0,133","132,7"
4215307,Salete,SC,"0,134","133,5"
4215356,Saltinho,SC,"0,133","133,4"
4215406,Salto Veloso,SC,"0,136","136,0"
4215455,Sangão,SC,"0,128","127,9"
4215505,Santa Cecília,SC,"0,140","140,2"
4215554,Santa Helena,SC,"0,137","137,1"
4215604,Santa Rosa de Lima,SC,"0,124","123,8"
4215653,Santa Rosa do Sul,SC,"0,089","88,8"
4215679,Santa Terezinha,SC,"0,125","124,7"
4215687,Santa Terezinha do Progresso,SC,"0,133","133,2"
4215695,Santiago do Sul,SC,"0,137","136,5"
4215703,Santo Amaro da Imperatriz,SC,"0,120","120,1"
4215752,São Bernardino,SC,"0,131","130,7"
4215802,São Bento do Sul,SC,"0,124","123,6"
4215901,São Bonifácio,SC,"0,115","114,7"
4216008,São Carlos,SC,"0,133","133,4"
4216057,São Cristóvão do Sul,SC,"0,128","128,3"
4216107,São Domingos,SC,"0,132","132,2"
4216206,São Francisco do Sul,SC,"0,066","66,3"
4216255,São João do Oeste,SC,"0,137","137,1"
4216305,São João Batista,SC,"0,124","124,5"
4216354,São João do Itaperiú,SC,"0,123","123,5"
4216404,São João do Sul,SC,"0,090","89,9"
4216503,São Joaquim,SC,"0,132","131,6"
4216602,São José,SC,"0,121","120,9"
4216701,São José do Cedro,SC,"0,135","134,5"
4216800,São José do Cerrito,SC,"0,153","152,8"
4216909,São Lourenço do Oeste,SC,"0,132","132,0"
4217006,São Ludgero,SC,"0,115","114,6"
4217105,São Martinho,SC,"0,115","114,7"
4217154,São Miguel da Boa Vista,SC,"0,136","135,6"
4217204,São Miguel do Oeste,SC,"0,136","136,1"
4217253,São Pedro de Alcântara,SC,"0,117","117,4"
4217303,Saudades,SC,"0,137","136,6"
4217402,Schroeder,SC,"0,123","123,3"
4217501,Seara,SC,"0,133","132,7"
4217550,Serra Alta,SC,"0,137","136,8"
4217600,Siderópolis,SC,"0,137","137,2"
4217709,Sombrio,SC,"0,089","89,0"
4217758,Sul Brasil,SC,"0,137","137,3"
4217808,Taió,SC,"0,144","143,6"
4217907,Tangará,SC,"0,147","147,3"
4217956,Tigrinhos,SC,"0,135","135,0"
4218004,Tijucas,SC,"0,132","132,1"
4218103,Timbé do Sul,SC,"0,144","143,9"
4218202,Timbó,SC,"0,126","126,0"
4218251,Timbó Grande,SC,"0,139","138,5"
4218301,Três Barras,SC,"0,129","129,3"
4218350,Treviso,SC,"0,138","138,2"
4218400,Treze de Maio,SC,"0,120","120,3"
4218509,Treze Tílias,SC,"0,142","142,3"
4218608,Trombudo Central,SC,"0,134","134,3"
4218707,Tubarão,SC,"0,135","134,5"
4218756,Tunápolis,SC,"0,137","137,2"
4218806,Turvo,SC,"0,129","128,6"
4218855,União do Oeste,SC,"0,137","137,3"
4218905,Urubici,SC,"0,130","129,7"
4218954,Urupema,SC,"0,130","129,7"
4219002,Urussanga,SC,"0,127","126,7"
4219101,Vargeão,SC,"0,132","132,5"
4219150,Vargem,SC,"0,148","148,5"
4219176,Vargem Bonita,SC,"0,136","136,1"
4219200,Vidal Ramos,SC,"0,122","122,3"
4219309,Videira,SC,"0,144","143,6"
4219358,Vitor Meireles,SC,"0,130","129,9"
4219408,Witmarsum,SC,"0,134","134,2"
4219507,Xanxerê,SC,"0,133","133,0"
4219606,Xavantina,SC,"0,132","131,6"
4219705,Xaxim,SC,"0,134","134,0"
4219853,Zortéa,SC,"0,113","112,6"
4220000,Balneário Rincão,SC,"0,055","55,0"
4300034,Aceguá,RS,"0,141","140,9"
4300059,Água Santa,RS,"0,127","126,9"
4300109,Agudo,RS,"0,142","142,0"
4300208,Ajuricaba,RS,"0,123","123,3"
4300307,Alecrim,RS,"0,117","117,0"
4300406,Alegrete,RS,"0,134","133,9"
4300455,Alegria,RS,"0,124","124,3"
4300471,Almirante Tamandaré do Sul,RS,"0,124","124,3"
4300505,Alpestre,RS,"0,130","129,6"
4300554,Alto Alegre,RS,"0,130","130,2"
4300570,Alto Feliz,RS,"0,151","151,1"
4300604,Alvorada,RS,"0,081","80,8"
4300638,Amaral Ferrador,RS,"0,113","113,4"
4300646,Ametista do Sul,RS,"0,135","134,6"
4300661,André da Rocha,RS,"0,126","125,5"
4300703,Anta Gorda,RS,"0,146","146,3"
4300802,Antônio Prado,RS,"0,136","136,4"
4300851,Arambaré,RS,"0,113","113,1"
4300877,Araricá,RS,"0,097","96,8"
4300901,Aratiba,RS,"0,123","122,8"
4301008,Arroio do Meio,RS,"0,136","136,3"
4301057,Arroio do Sal,RS,"0,055","55,5"
4301073,Arroio do Padre,RS,"0,113","113,0"
4301107,Arroio dos Ratos,RS,"0,112","112,0"
4301206,Arroio do Tigre,RS,"0,117","116,9"
4301305,Arroio Grande,RS,"0,124","123,8"
4301404,Arvorezinha,RS,"0,153","153,4"
4301503,Augusto Pestana,RS,"0,124","124,3"
4301552,Áurea,RS,"0,127","126,8"
4301602,Bagé,RS,"0,136","135,8"
4301636,Balneário Pinhal,RS,"0,044","43,7"
4301651,Barão,RS,"0,150","150,3"
4301701,Barão de Cotegipe,RS,"0,131","130,8"
4301750,Barão do Triunfo,RS,"0,096","95,6"
4301800,Barracão,RS,"0,138","137,8"
4301859,Barra do Guarita,RS,"0,125","124,6"
4301875,Barra do Quaraí,RS,"0,109","109,1"
4301909,Barra do Ribeiro,RS,"0,079","79,1"
4301925,Barra do Rio Azul,RS,"0,133","133,2"
4301958,Barra Funda,RS,"0,126","126,2"
4302006,Barros Cassal,RS,"0,134","134,3"
4302055,Benjamin Constant do Sul,RS,"0,133","133,2"
4302105,Bento Gonçalves,RS,"0,147","146,6"
4302154,Boa Vista das Missões,RS,"0,124","124,3"
4302204,Boa Vista do Buricá,RS,"0,136","135,7"
4302220,Boa Vista do Cadeado,RS,"0,110","109,6"
4302238,Boa Vista do Incra,RS,"0,092","92,2"
4302253,Boa Vista do Sul,RS,"0,151","150,5"
4302303,Bom Jesus,RS,"0,137","137,1"
4302352,Bom Princípio,RS,"0,150","150,4"
4302378,Bom Progresso,RS,"0,128","127,6"
4302402,Bom Retiro do Sul,RS,"0,124","123,7"
4302451,Boqueirão do Leão,RS,"0,149","149,4"
4302501,Bossoroca,RS,"0,123","123,1"
4302584,Bozano,RS,"0,125","125,0"
4302600,Braga,RS,"0,124","124,3"
4302659,Brochier,RS,"0,141","140,7"
4302709,Butiá,RS,"0,110","109,6"
4302808,Caçapava do Sul,RS,"0,114","114,1"
4302907,Cacequi,RS,"0,119","118,7"
4303004,Cachoeira do Sul,RS,"0,119","119,2"
4303103,Cachoeirinha,RS,"0,079","78,7"
4303202,Cacique Doble,RS,"0,128","128,2"
4303301,Caibaté,RS,"0,124","124,3"
4303400,Caiçara,RS,"0,131","130,7"
4303509,Camaquã,RS,"0,114","114,1"
4303558,Camargo,RS,"0,128","128,1"
4303608,Cambará do Sul,RS,"0,132","132,1"
4303673,Campestre da Serra,RS,"0,131","131,1"
4303707,Campina das Missões,RS,"0,130","129,6"
4303806,Campinas do Sul,RS,"0,102","102,3"
4303905,Campo Bom,RS,"0,103","102,7"
4304002,Campo Novo,RS,"0,124","124,3"
4304101,Campos Borges,RS,"0,121","121,2"
4304200,Candelária,RS,"0,134","133,9"
4304309,Cândido Godói,RS,"0,119","119,3"
4304358,Candiota,RS,"0,113","113,2"
4304408,Canela,RS,"0,147","146,8"
4304507,Canguçu,RS,"0,111","110,6"
4304606,Canoas,RS,"0,068","67,7"
4304614,Canudos do Vale,RS,"0,159","159,2"
4304622,Capão Bonito do Sul,RS,"0,123","123,2"
4304630,Capão da Canoa,RS,"0,072","72,4"
4304655,Capão do Cipó,RS,"0,124","124,3"
4304663,Capão do Leão,RS,"0,129","129,3"
4304671,Capivari do Sul,RS,"0,059","58,7"
4304689,Capela de Santana,RS,"0,143","142,9"
4304697,Capitão,RS,"0,167","167,0"
4304705,Carazinho,RS,"0,119","119,0"
4304713,Caraá,RS,"0,135","134,5"
4304804,Carlos Barbosa,RS,"0,148","148,1"
4304853,Carlos Gomes,RS,"0,132","132,2"
4304903,Casca,RS,"0,139","139,4"
4304952,Caseiros,RS,"0,126","125,8"
4305009,Catuípe,RS,"0,124","124,1"
4305108,Caxias do Sul,RS,"0,138","138,3"
4305116,Centenário,RS,"0,130","129,7"
4305124,Cerrito,RS,"0,116","116,3"
4305132,Cerro Branco,RS,"0,150","150,0"
4305157,Cerro Grande,RS,"0,135","135,0"
4305173,Cerro Grande do Sul,RS,"0,104","103,7"
4305207,Cerro Largo,RS,"0,136","135,8"
4305306,Chapada,RS,"0,121","121,0"
4305355,Charqueadas,RS,"0,081","81,4"
4305371,Charrua,RS,"0,132","131,6"
4305405,Chiapetta,RS,"0,124","124,3"
4305439,Chuí,RS,"0,138","138,0"
4305447,Chuvisca,RS,"0,116","115,6"
4305454,Cidreira,RS,"0,049","49,2"
4305504,Ciríaco,RS,"0,133","132,7"
4305587,Colinas,RS,"0,140","140,2"
4305603,Colorado,RS,"0,119","119,1"
4305702,Condor,RS,"0,122","121,9"
4305801,Constantina,RS,"0,133","133,0"
4305835,Coqueiro Baixo,RS,"0,167","167,0"
4305850,Coqueiros do Sul,RS,"0,126","126,5"
4305871,Coronel Barros,RS,"0,122","122,4"
4305900,Coronel Bicaco,RS,"0,124","124,1"
4305934,Coronel Pilar,RS,"0,162","162,0"
4305959,Cotiporã,RS,"0,143","142,8"
4305975,Coxilha,RS,"0,122","122,3"
4306007,Crissiumal,RS,"0,132","131,9"
4306056,Cristal,RS,"0,110","110,4"
4306072,Cristal do Sul,RS,"0,133","132,6"
4306106,Cruz Alta,RS,"0,119","119,4"
4306130,Cruzaltense,RS,"0,118","118,0"
4306205,Cruzeiro do Sul,RS,"0,121","121,4"
4306304,David Canabarro,RS,"0,137","136,6"
4306320,Derrubadas,RS,"0,130","130,0"
4306353,Dezesseis de Novembro,RS,"0,124","124,3"
4306379,Dilermando de Aguiar,RS,"0,107","106,8"
4306403,Dois Irmãos,RS,"0,119","118,9"
4306429,Dois Irmãos das Missões,RS,"0,124","124,3"
4306452,Dois Lajeados,RS,"0,146","146,0"
4306502,Dom Feliciano,RS,"0,103","103,2"
4306551,Dom Pedro de Alcântara,RS,"0,098","97,6"
4306601,Dom Pedrito,RS,"0,139","139,4"
4306700,Dona Francisca,RS,"0,140","139,9"
4306734,Doutor Maurício Cardoso,RS,"0,126","126,4"
4306759,Doutor Ricardo,RS,"0,146","146,1"
4306767,Eldorado do Sul,RS,"0,101","101,5"
4306809,Encantado,RS,"0,157","157,5"
4306908,Encruzilhada do Sul,RS,"0,103","103,5"
4306924,Engenho Velho,RS,"0,131","131,2"
4306932,Entre-Ijuís,RS,"0,125","124,5"
4306957,Entre Rios do Sul,RS,"0,117","117,5"
4306973,Erebango,RS,"0,123","122,5"
4307005,Erechim,RS,"0,126","125,9"
4307054,Ernestina,RS,"0,113","113,3"
4307104,Herval,RS,"0,124","124,0"
4307203,Erval Grande,RS,"0,131","131,0"
4307302,Erval Seco,RS,"0,124","124,3"
4307401,Esmeralda,RS,"0,126","126,4"
4307450,Esperança do Sul,RS,"0,133","133,4"
4307500,Espumoso,RS,"0,121","120,7"
4307559,Estação,RS,"0,125","124,5"
4307609,Estância Velha,RS,"0,146","146,1"
4307708,Esteio,RS,"0,066","66,1"
4307807,Estrela,RS,"0,122","122,2"
4307815,Estrela Velha,RS,"0,162","162,2"
4307831,Eugênio de Castro,RS,"0,125","124,5"
4307864,Fagundes Varela,RS,"0,130","129,9"
4307906,Farroupilha,RS,"0,138","138,2"
4308003,Faxinal do Soturno,RS,"0,140","140,5"
4308052,Faxinalzinho,RS,"0,133","132,7"
4308078,Fazenda Vilanova,RS,"0,124","124,4"
4308102,Feliz,RS,"0,155","155,0"
4308201,Flores da Cunha,RS,"0,140","139,7"
4308250,Floriano Peixoto,RS,"0,131","131,2"
4308300,Fontoura Xavier,RS,"0,147","146,9"
4308409,Formigueiro,RS,"0,142","142,1"
4308433,Forquetinha,RS,"0,150","149,5"
4308458,Fortaleza dos Valos,RS,"0,114","114,3"
4308508,Frederico Westphalen,RS,"0,133","132,5"
4308607,Garibaldi,RS,"0,138","137,6"
4308656,Garruchos,RS,"0,126","126,1"
4308706,Gaurama,RS,"0,128","127,9"
4308805,General Câmara,RS,"0,111","111,2"
4308854,Gentil,RS,"0,130","130,5"
4308904,Getúlio Vargas,RS,"0,125","125,4"
4309001,Giruá,RS,"0,124","124,3"
4309050,Glorinha,RS,"0,102","101,8"
4309100,Gramado,RS,"0,142","142,0"
4309126,Gramado dos Loureiros,RS,"0,132","132,2"
4309159,Gramado Xavier,RS,"0,145","144,9"
4309209,Gravataí,RS,"0,106","106,4"
4309258,Guabiju,RS,"0,126","126,3"
4309308,Guaíba,RS,"0,103","102,7"
4309407,Guaporé,RS,"0,149","148,7"
4309506,Guarani das Missões,RS,"0,138","137,7"
4309555,Harmonia,RS,"0,141","141,2"
4309571,Herveiras,RS,"0,164","164,0"
4309605,Horizontina,RS,"0,129","129,1"
4309654,Hulha Negra,RS,"0,131","130,8"
4309704,Humaitá,RS,"0,128","128,5"
4309753,Ibarama,RS,"0,129","129,4"
4309803,Ibiaçá,RS,"0,123","123,4"
4309902,Ibiraiaras,RS,"0,128","128,5"
4309951,Ibirapuitã,RS,"0,118","118,4"
4310009,Ibirubá,RS,"0,120","119,7"
4310108,Igrejinha,RS,"0,121","121,1"
4310207,Ijuí,RS,"0,124","124,3"
4310306,Ilópolis,RS,"0,147","147,4"
4310330,Imbé,RS,"0,075","74,8"
4310363,Imigrante,RS,"0,154","153,7"
4310405,Independência,RS,"0,124","124,4"
4310413,Inhacorá,RS,"0,124","124,3"
4310439,Ipê,RS,"0,129","129,0"
4310462,Ipiranga do Sul,RS,"0,124","123,8"
4310504,Iraí,RS,"0,132","132,4"
4310538,Itaara,RS,"0,148","147,8"
4310553,Itacurubi,RS,"0,125","125,3"
4310579,Itapuca,RS,"0,132","132,2"
4310603,Itaqui,RS,"0,126","126,4"
4310652,Itati,RS,"0,156","156,0"
4310702,Itatiba do Sul,RS,"0,131","131,0"
4310751,Ivorá,RS,"0,129","129,5"
4310801,Ivoti,RS,"0,125","125,3"
4310850,Jaboticaba,RS,"0,128","127,7"
4310876,Jacuizinho,RS,"0,146","145,6"
4310900,Jacutinga,RS,"0,123","123,3"
4311007,Jaguarão,RS,"0,121","121,3"
4311106,Jaguari,RS,"0,132","131,8"
4311122,Jaquirana,RS,"0,140","140,2"
4311130,Jari,RS,"0,124","124,5"
4311155,Jóia,RS,"0,124","124,3"
4311205,Júlio de Castilhos,RS,"0,138","137,9"
4311239,Lagoa Bonita do Sul,RS,"0,161","161,2"
4311254,Lagoão,RS,"0,131","131,3"
4311270,Lagoa dos Três Cantos,RS,"0,118","118,1"
4311304,Lagoa Vermelha,RS,"0,123","122,9"
4311403,Lajeado,RS,"0,119","119,1"
4311429,Lajeado do Bugre,RS,"0,129","129,1"
4311502,Lavras do Sul,RS,"0,124","124,1"
4311601,Liberato Salzano,RS,"0,135","134,7"
4311627,Lindolfo Collor,RS,"0,123","123,4"
4311643,Linha Nova,RS,"0,166","166,1"
4311700,Machadinho,RS,"0,135","135,4"
4311718,Maçambará,RS,"0,125","124,7"
4311734,Mampituba,RS,"0,133","132,6"
4311759,Manoel Viana,RS,"0,133","132,9"
4311775,Maquiné,RS,"0,118","118,0"
4311791,Maratá,RS,"0,129","129,2"
4311809,Marau,RS,"0,123","122,9"
4311908,Marcelino Ramos,RS,"0,124","123,5"
4311981,Mariana Pimentel,RS,"0,114","114,2"
4312005,Mariano Moro,RS,"0,115","114,9"
4312054,Marques de Souza,RS,"0,159","159,4"
4312104,Mata,RS,"0,132","132,3"
4312138,Mato Castelhano,RS,"0,125","124,6"
4312153,Mato Leitão,RS,"0,121","120,6"
4312179,Mato Queimado,RS,"0,124","124,3"
4312203,Maximiliano de Almeida,RS,"0,128","127,7"
4312252,Minas do Leão,RS,"0,116","116,2"
4312302,Miraguaí,RS,"0,130","129,6"
4312351,Montauri,RS,"0,144","143,6"
4312377,Monte Alegre dos Campos,RS,"0,140","140,4"
4312385,Monte Belo do Sul,RS,"0,142","141,8"
4312401,Montenegro,RS,"0,121","121,2"
4312427,Mormaço,RS,"0,117","116,7"
4312443,Morrinhos do Sul,RS,"0,122","122,3"
4312450,Morro Redondo,RS,"0,114","113,7"
4312476,Morro Reuter,RS,"0,121","120,9"
4312500,Mostardas,RS,"0,053","53,1"
4312609,Muçum,RS,"0,152","151,6"
4312617,Muitos Capões,RS,"0,124","123,7"
4312625,Muliterno,RS,"0,132","132,4"
4312658,Não-Me-Toque,RS,"0,118","118,1"
4312674,Nicolau Vergueiro,RS,"0,114","113,6"
4312708,Nonoai,RS,"0,133","132,9"
4312757,Nova Alvorada,RS,"0,134","134,5"
4312807,Nova Araçá,RS,"0,138","137,7"
4312906,Nova Bassano,RS,"0,142","142,2"
4312955,Nova Boa Vista,RS,"0,127","127,5"
4313003,Nova Bréscia,RS,"0,167","167,0"
4313011,Nova Candelária,RS,"0,137","137,0"
4313037,Nova Esperança do Sul,RS,"0,122","121,8"
